id,comment,offensive_label,link_post,rationales_annotator1,rationales_annotator2
2959,Denúncia essa cambada!!! Quadrilha!!!,1,https://www.instagram.com/p/B1v5c9bJbWX/,Denúncia essa cambada; Quadrilha,cambada; Quadrilha;
2960,"Você chama estes lixos de parlamentares, estão mais pra ratos de esgoto que para parlamentares.",1,https://www.instagram.com/p/B1v5c9bJbWX/,lixos; ratos de esgoto,lixos; ratos de esgoto;
2961,Isso é um absurdo!!! Estes vagabundos tinham que ser EXPULSO S DO PAÍS!!!,1,https://www.instagram.com/p/B1v5c9bJbWX/,vagabundos; EXPULSO S DO PAÍS,vagabundos; absurdo;
2962,"Isso a Globo Lixo, não divulga!",1,https://www.instagram.com/p/B1v5c9bJbWX/,Globo Lixo,Globo Lixo;
2963,Esquerda maldita,1,https://www.instagram.com/p/B1v5c9bJbWX/,Esquerda maldita,maldita;
2964,"Bando de lixo, intocáveis até quando?",1,https://www.instagram.com/p/B1v5c9bJbWX/,Bando de lixo; intocáveis até quando?,Bando de lixo;
2965,São FDP bem grande,1,https://www.instagram.com/p/B1v5c9bJbWX/,São FDP bem grande,FDP;
2966,Vermes do Brasil,1,https://www.instagram.com/p/B1v5c9bJbWX/,Vermes do Brasil,Vermes do Brasil;
2967,Vão queimar no inferno!,1,https://www.instagram.com/p/B1v5c9bJbWX/,Vão queimar no inferno,Vão queimar no inferno;
2968,Gente não tem como encher um avião com esses bando mandar para Venezuela !!!Jesus como pode torcer contra seu país será que são brasileiros 🤔,1,https://www.instagram.com/p/B1v5c9bJbWX/,mandar para Venezuela; como pode torcer contra seu país será que são brasileiros,bando;
2969,Tem que mandar outra dizendo que esses vigaristas não nos representam.,1,https://www.instagram.com/p/B1v5c9bJbWX/,esses vigaristas não nos representam,vigaristas;
2970,ESSES VERMES VERMELHOS SÓ FAZEM ISSO PELO BRASIL (MAL)NÃO AMAM A PÁTRIA,1,https://www.instagram.com/p/B1v5c9bJbWX/,ESSES VERMES VERMELHOS; (MAL)NÃO AMAM A PÁTRIA,VERMES VERMELHOS;
2971,Desgracados ! Como alguém vota num bando desse?,1,https://www.instagram.com/p/B1v5c9bJbWX/,Desgracados,Desgracados; bando;
2972,"😕😕😕PARTIDO COMUNISTA DO MAL, ESQUERDALHAS DEMENTES, ANTIPATRIOTAS DO CARAMBA, LIXOS",1,https://www.instagram.com/p/B1v5c9bJbWX/,PARTIDO COMUNISTA DO MAL; ESQUERDALHAS DEMENTES; ANTIPATRIOTAS DO CARAMBA; LIXOS,ESQUERDALHAS DEMENTES; LIXOS; PARTIDO COMUNISTA DO MAL;
2973,"Cambada de vagabundo, parasita, vao p venezuela jaguarada",1,https://www.instagram.com/p/B1v5c9bJbWX/,Cambada de vagabundo; parasita; vao p venezuela jaguarada,Cambada de vagabundo; parasita; jaguarada;
2974,"Eles são repugnantes Sujos,imundos e nojentos traidores da pátria 🇧🇷",1,https://www.instagram.com/p/B1v5c9bJbWX/,são repugnantes; Sujos; imundos; nojentos; traidores da pátria,repugnantes; Sujos; imundos; nojentos; traidores da pátria;
2975,"PTralhas do inferno, almadicoados sejam e queimem no inferno bandidos",1,https://www.instagram.com/p/B1v5c9bJbWX/,PTralhas do inferno; almadicoados sejam; queimem no inferno; bandidos,PTralhas do inferno; almadicoados sejam; queimem no inferno; bandidos;
2976,"O único desejo do Pt facção criminosa é dinheiro é poder,o comunismo é devastador 😟 corrosivo, não faz sentido o comportamento desse pessoal de não aceitar que perderam o poder,bando de doentes egoístas avarentos",1,https://www.instagram.com/p/B1v5c9bJbWX/,facção criminosa; o comunismo é devastador; corrosivo; bando de doentes; egoístas; avarentos,facção criminosa; devastador; corrosivo; bando de doentes; egoístas; avarentos;
2977,Esses são a escória do Brasil. Lixo 😢,1,https://www.instagram.com/p/B1v5c9bJbWX/,a escória do Brasil; Lixo,Lixo; escória;
2978,"Marginais, gente suja. Deveriam ser expulsos do país!",1,https://www.instagram.com/p/B1v5c9bJbWX/,Marginais; gente suja; Deveriam ser expulsos do país,Marginais; gente suja;
2979,Ainda. Tem ESTÚPIDOS que elegem LIXOS. PAÍS repleto de retardados PODRES ASSASSINOS do povo brasileiro,1,https://www.instagram.com/p/B1v5c9bJbWX/,ESTÚPIDOS; que elegem LIXOS; PAÍS repleto de retardados; PODRES; ASSASSINOS do povo brasileiro,ESTÚPIDOS; LIXOS; retardados; PODRES; ASSASSINOS;
2980,Cambada de comunistas nojentos,1,https://www.instagram.com/p/B1v5c9bJbWX/,Cambada de comunistas; nojentos,Cambada de comunistas; nojentos;
2981,Essa é a Quadrilha Satanica q está no Congresso Brasileiro. Pior foi quem votou nessa Gangue . Todos têm q perder seus Mandatos por Crime de Lesa Pátria!!!,1,https://www.instagram.com/p/B1v5c9bJbWX/,Quadrilha Satanica; Pior foi quem votou nessa Gangue; Todos têm q perder seus Mandatos por Crime de Lesa Pátria,Quadrilha Satanica; Gangue;
2982,Só podiam ser esses pulhas malditos traidores imundos ladrões,1,https://www.instagram.com/p/B1v5c9bJbWX/,esses pulhas; malditos; traidores; imundos; ladrões,pulhas; malditos; traidores; ladrões; imundos;
2983,Vermes boçais malditos,1,https://www.instagram.com/p/B1v5c9bJbWX/,Vermes; boçais; malditos,Vermes; boçais; malditos;
2984,Traidores da pátria. Culpado do os imbecis que mandam essa gente pra Brasília 😱,1,https://www.instagram.com/p/B1v5c9bJbWX/,Traidores da pátria; imbecis que mandam essa gente pra Brasília,imbecis;
2985,Cínicos bandidos,1,https://www.instagram.com/p/B1v5c9bJbWX/,Cínicos; bandidos,Cínicos; bandidos;
2986,"Um tem a cara do outro,dois vagabundos,que roubaram e afundaram este país. Dois caras de pau, ladrões...",1,https://www.instagram.com/p/B1v5c9bJbWX/,"dois vagabundos; que roubaram e afundaram este país; Dois caras de pau, ladrões",vagabundos; roubaram e afundaram este país;
2987,Vadia ridícula,1,https://www.instagram.com/p/B1v5c9bJbWX/,Vadia; ridícula,Vadia; ridícula;
2988,Vermes parasita,1,https://www.instagram.com/p/B1v5c9bJbWX/,Vermes parasita,Vermes parasita;
2989,"A Visão do Inferno, a besta e a bestinha😂😂",1,https://www.instagram.com/p/B1v5c9bJbWX/,A Visão do Inferno; a besta; a bestinha,A Visão do Inferno; a besta e a bestinha;
2990,A cara da besta!!!,1,https://www.instagram.com/p/B1v5c9bJbWX/,A cara da besta,A cara da besta;
2991,"Sem comentários.. Não vale a pena comentar sobre essas pessoas ... Egoístas, ambiciosas que nao pensam em ninguém além deles mesmos.",1,https://www.instagram.com/p/B1v5c9bJbWX/,Egoístas; ambiciosas; não pensam em ninguém além deles mesmos,Egoístas; ambiciosas; que nao pensam em ninguém além deles mesmos;
2992,Como se esse bosta solto fizesse diferencia 😒 a única diferença é que ele vai rouba o país ea única coisa que ele sabe fazer,1,https://www.instagram.com/p/B1v5c9bJbWX/,esse bosta; ele vai rouba o país ea única coisa que ele sabe fazer,bosta solto;  rouba o país;
2993,"Grande merdas! Imagina se todo mundo colocasse a metade de uma foto de um bandido pilantra junto a sua, que ridículo seria! Seus desocupados! #ptnuncamais #lulapilantra",1,https://www.instagram.com/p/B1v5c9bJbWX/,Grande merdas; um bandido; pilantra; que ridículo seria; Seus desocupados; #ptnuncamais; #lulapilantra,bandido; pilantra; que ridículo seria;  Seus desocupados; #lulapilantra; #ptnuncamais;
2994,"Minha duvida hj é se eu vendo avon, se dou palestras, se cato bosta de elefante ou se jogo na mega sena.... PTzada.... tropa de ladrao",1,https://www.instagram.com/p/B1v5c9bJbWX/,PTzada; tropa de ladrao,PTzada; tropa de ladrao;
2995,"KKKKKK QUE NOJO MEI ASSASSINA MEIA CORRUPTA , MEIA NOJENTA , MEIA IMUNDA.",1,https://www.instagram.com/p/B1v5c9bJbWX/,QUE NOJO; MEI ASSASSINA; MEIA CORRUPTA; MEIA NOJENTA; MEIA IMUNDA,MEI ASSASSINA; MEIA CORRUPTA; QUE NOJO; MEIA NOJENTA; MEIA IMUNDA;
2996,QUANTO MAIS RIDICULA ESSA CRISI HOFFMANN PODE SER ! ELA MESMA SE SUPERA KKKKKK. O BICHA DOIDA.,1,https://www.instagram.com/p/B1v5c9bJbWX/,QUANTO MAIS RIDICULA; ELA MESMA SE SUPERA; BICHA DOIDA,O BICHA DOIDA; QUANTO MAIS RIDICULA;
2997,VC PODE CUMPRIR A METADE DA PENA DO BANDIDO BARBUDO!!,1,https://www.instagram.com/p/B1v5c9bJbWX/,PODE CUMPRIR A METADE DA PENA DO BANDIDO BARBUDO,BANDIDO BARBUDO;
2998,Isso é ótimo o STFLIXO vão para cima os Juízes e promotores isso e muito bom!,1,https://www.instagram.com/p/B1v5c9bJbWX/,STFLIXO,STFLIXO;
2999,"Os petralhas colocaram sua corja em todos os lugares, não salva ninguém, que tristeza ..",1,https://www.instagram.com/p/B1v5c9bJbWX/,petralhas; colocaram sua corja em todos os lugares,petralhas; corja; não salva ninguém; que tristeza;
3000,"Intervenção militar no STF, já",1,https://www.instagram.com/p/B1v5c9bJbWX/,"Intervenção militar no STF, já","Intervenção militar no STF, já; "
3001,O supremo não vai atender. O STF é o protetor de bandidos e das falcatruas.,1,https://www.instagram.com/p/B1v5c9bJbWX/,STF é o protetor de bandidos e das falcatruas,protetor de bandidos e das falcatruas;
3002,Os bandidos puxando brasa pra suas sardinhas,1,https://www.instagram.com/p/B1v5c9bJbWX/,bandidos puxando brasa pra suas sardinhas,Os bandidos puxando brasa pra suas sardinhas;
3003,"Isso caso intervecao militar mesmo, se o bolsonaro nao fechar o congresso e o supremo os militares vao e prender tambem.",1,https://www.instagram.com/p/B1v5c9bJbWX/,intervecao militar; os militares vao e prender tambem,Isso caso intervecao militar mesmo;
3004,Os supremos calhordas NÃO irão impor sua vontade. Não deixaremos! 😎🇧🇷,1,https://www.instagram.com/p/B1v5c9bJbWX/,calhordas; NÃO irão impor sua vontade,calhordas;
3005,Intervenção militar já !!! Acaba STF não serve pra nada mesmo...@joicehasselmannoficial,1,https://www.instagram.com/p/B1v5c9bJbWX/,Intervenção militar já; Acaba STF não serve pra nada mesmo,Intervenção militar já; não serve pra nada mesmo;
3006,Grandr merda tudo por causa de acordoes com o presidente que nao vem e faka pra gente o que ta acontecendo e se vende para esses canalhas. Deveria ter vetado tudo e nao uma parte fa ao o que deu. Tô deceocionada com o que ta acontecendo. Cirrer atrás do leite derramado não adianta pq não vence hipocrisia desse sistema de mentiras. 😢,1,https://www.instagram.com/p/B1v5c9bJbWX/,Grandr merda; canalhas; hipocrisia; sistema de mentiras,Grande merda; canalhas; hipocrisia; sistema de mentiras;
3007,"O Brasil comum, sem foro privilegiado, não acredita em Congresso Nacional e Judiciário, principalmente neste tal STF. São muito cara de pau.",1,https://www.instagram.com/p/B1v5c9bJbWX/,"não acredita em Congresso Nacional e Judiciário, principalmente neste tal STF; São muito cara de pau",São muito cara de pau;
3008,Cadê as forças armadas!!!!!Socorro!!!!!,1,https://www.instagram.com/p/B1v5c9bJbWX/,Cadê as forças armadas,Cadê as forças armadas; Socorro;
3009,"Esses Ministros abutres do STF, Se julgam acima de tudo e de todos.",1,https://www.instagram.com/p/B1v5c9bJbWX/,Ministros abutres; Se julgam acima de tudo e de todos,abutres; se julgam acima de tudo e de todos;
3010,Mas o STF só faz a favor de marginais .infelizmente enquanto não fechar este chiqueiro o Brasil estará refém destes advogadinhos chamados de ministros,1,https://www.instagram.com/p/B1v5c9bJbWX/,STF só faz a favor de marginais; chiqueiro; advogadinhos chamados de ministros,marginais; fechar este chiqueiro;
3011,MILITARES FECHA O SUPREMO! !!!!! MOURÃO! !!!!!,1,https://www.instagram.com/p/B1v5c9bJbWX/,MILITARES FECHA O SUPREMO,MILITARES FECHA O SUPREMO;
3012,Param esses Abutres,1,https://www.instagram.com/p/B1v5c9bJbWX/,Abutres,Abutres;
3013,Pra frente Brasil 🇧🇷 contra os corruptos e bandidos de toga,1,https://www.instagram.com/p/B1v5c9bJbWX/,contra os corruptos e bandidos de toga,contra os corruptos; bandidos de toga;
3014,"ART. 142 já não aguento mais esses canalhas STF l, congresso e senado",1,https://www.instagram.com/p/B1v5c9bJbWX/,ART 142 já; canalhas,ART 142 já; canalhas;
3015,"Minha querida, com esses corjas que temos no STF , no STJ, no STE e OUTROS tá dificil hein! Não dá pra entrar, matar um e suicidar; não resolve nada! Tem é que entrar com metralhadoras para exterminar a rataiada....",1,https://www.instagram.com/p/B1v5c9bJbWX/,"esses corjas que temos; Não dá pra entrar, matar um e suicidar; não resolve nada; Tem é que entrar com metralhadoras para exterminar a rataiada",Minha querida;  esses corjas; exterminar a rataiada;
3016,O pau entrando no rabo dos juízes kkkkkkkk,1,https://www.instagram.com/p/B1v5c9bJbWX/,O pau entrando no rabo dos juízes,O pau entrando no rabo;
3017,Esses bandidos do STF legislam o tempo todo!!!,1,https://www.instagram.com/p/B1v5c9bJbWX/,bandidos,bandidos
3018,Problema que tem mais bandido do que gente honesta,1,https://www.instagram.com/p/B1v5c9bJbWX/,mais bandido do que gente honesta,bandido;
3019,"Que tristeza de país, estou perdendo a esperança de um presente melhor e futuro digno e feliz para meus filhos e netos!Esquecem que o caixão não tem gavetas,canalhas do congresso e STF",1,https://www.instagram.com/p/B1v5c9bJbWX/,perdendo a esperança de um presente melhor e futuro digno; canalhas,canalhas;
3020,"Kkkk... Piada né? A atitude é legal, MAS o congresso criou essa lei pra se proteger e roubarem em paz e por sua vez vem o STF que protege corruptos e criminal de colarinho branco.",1,https://www.instagram.com/p/B1v5c9bJbWX/,Piada né?; o congresso criou essa lei pra se proteger e roubarem em paz; protege corruptos; criminal de colarinho branco,Piada né?; roubarem em paz; corruptos; criminal de colarinho branco;
3021,Chega de favorecer esses bandidos.,1,https://www.instagram.com/p/B1v5c9bJbWX/,Chega de favorecer esses bandidos,bandidos;
3022,"vamos acabar com este STF , senado , vamos povo tá na hora de mostrar a força , vamos exército nos ajudem",1,https://www.instagram.com/p/B1v5c9bJbWX/,vamos acabar com este STF; vamos exército nos ajudem,"vamos acabar com este STF, senado; "
3023,"Com um congresso frouxo, o STF continuará reinando. É muito rabo preso entre todos aí. Dos antigos congressistas, já esperávamos os conchavos. Dos novos, só decepções até o presente momento.",1,https://www.instagram.com/p/B1v5c9bJbWX/,congresso frouxo; rabo preso; conchavos; só decepções até o presente momento,frouxo;  rabo preso; conchavos; decepções;
3024,Ta faltando um cabo e um soldado pra fecharem essa merda logo 🇧🇷😠,1,https://www.instagram.com/p/B1v5c9bJbWX/,fecharem essa merda logo,essa merda;
3025,"O STF, com raras exceções de ministros, transformou-se em escritório de advocacia para bandidos!!! 🙌🙏🙌",1,https://www.instagram.com/p/B1v5c9bJbWX/,escritório de advocacia para bandidos,escritório de advocacia para bandidos;
3026,O LIXO do Brasil = STF,1,https://www.instagram.com/p/B1v5c9bJbWX/,O LIXO do Brasil = STF,O LIXO do Brasil = STF;
3027,Artigo 142 nestes ratos corruptos STF bandidos safados vagabundos canalhas abutres crápulas do STF derrubar está corte criminosa do Brasil,1,https://www.instagram.com/p/B1v5c9bJbWX/,Artigo 142; ratos; corruptos; bandidos; safados; vagabundos; canalhas; abutres; crápulas; corte criminosa do Brasil,corruptos STF; bandidos; safados; vagabundos; canalhas; abutres; crápulas; corte criminosa;
3028,@joicehasselmannoficial porque as forcas armada nao interven no STF urgente.,1,https://www.instagram.com/p/B1v5c9bJbWX/,porque as forcas armada nao interven no STF,porque as forcas armada nao interven no STF urgente;
3029,As forças armadas podem nos salvar destes miseráveis do STF,1,https://www.instagram.com/p/B1v5c9bJbWX/,As forças armadas podem nos salvar destes miseráveis do STF,miseráveis;
3030,Tem que fechar esse congresso de bandidos,1,https://www.instagram.com/p/B1v5c9bJbWX/,fechar esse congresso de bandidos,congresso de bandidos;
3031,Vamos derrotar os demônios malditos 🇧🇷👏🇧🇷👏🇧🇷👏,1,https://www.instagram.com/p/B1v5c9bJbWX/,demônios malditos,demônios malditos;
3032,"Isso e inaceitável uma desgraça dessa nem lúcifer aceita vão te lascar infelizes amaldiçoados !Fora esse STF isso e o satanás tirem pelo amor de Deus , e uma tortura brasileira acabem com essa infâmia nacional acabem com eles !",1,https://www.instagram.com/p/B1v5c9bJbWX/,desgraça; nem lúcifer aceita; vão te lascar infelizes; amaldiçoados; Fora esse STF; o satanás tirem pelo amor de Deus; uma tortura; infâmia nacional; acabem com eles,desgraça; em lúcifer aceita; vão te lascar; infelizes; amaldiçoados; satanás; infâmia;
3033,Absurdo VERGONHA!!!,1,https://www.instagram.com/p/B1v5c9bJbWX/,Absurdo; VERGONHA,Absurdo; VERGONHA;
3034,Párias apátridas 😡😡😡,1,https://www.instagram.com/p/B1v5c9bJbWX/,Párias apátridas,Párias apátridas;
3035,"É bem possível mesmo,no Brasil o poste tá mijando no cachorro faz tempo, inocente usa tornozeleira e bandido vira presidente🤷‍♀️",1,https://www.instagram.com/reel/C3pjTbfB_7-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,inocente usa tornozeleira; bandido vira presidente,o poste tá mijando no cachorro; inocente usa tornozeleira; bandido vira presidente🤷‍♀️
3036,É complicado o desmame dessa turma da esquerda. Se acostumaram com a grana fácil desviada dos cofres públicos e agora esperneiam com a seca total.,1,https://www.instagram.com/p/B1v5c9bJbWX/,desmame dessa turma da esquerda; grana fácil desviada; esperneiam com a seca total,desmame; esperneiam; grana fácil;
3037,É uma absurdo né? Não sei o que fazem aqui... deviam estar em Cuba ou Venezuela....,1,https://www.instagram.com/p/B1v5c9bJbWX/,deviam estar em Cuba ou Venezuela,absurdo;  deviam estar em Cuba ou Venezuela;
3038,São uns malditos vagabundos criminosos! Pena de morte pra todos!!!,1,https://www.instagram.com/p/B1v5c9bJbWX/,malditos; vagabundos; criminosos; Pena de morte pra todos,malditos; vagabundos; criminosos;
3039,LEI DE SEGURANÇA NACIONAL NESSES TRAIDORES DA NAÇÃO!!!,1,https://www.instagram.com/p/B1v5c9bJbWX/,TRAIDORES DA NAÇÃO,TRAIDORES;
3040,"absurdo, porra aqui não e casa de veraneio. esses parlamentares tem que ser afastados, que palhaçada",1,https://www.instagram.com/p/B1v5c9bJbWX/,porra aqui não; tem que ser afastados; palhaçada,palhaçada; absurdo; porra;
3041,"Só tem lixo! Narizinho, marido do Verdevaldo, etc...🤢🤮🤮🤮",1,https://www.instagram.com/p/B1v5c9bJbWX/,Só tem lixo; Narizinho,Só tem lixo; Narizinho;
3042,"Ficaria surpresa se esse Lixo ficassem a favor do país,",1,https://www.instagram.com/p/B1v5c9bJbWX/,Lixo,esse Lixo;
3043,Esses não são gente. Esses são escória de nossa política.,1,https://www.instagram.com/p/B1v5c9bJbWX/,não são gente; são escória de nossa política,escória; esses não são gente;
3044,Só gente débil vota numas carniça dessas,1,https://www.instagram.com/p/B1v5c9bJbWX/,Só gente débil vota numas carniça dessas,gente débil; carniça;
3045,"Isso é crime contra a nação, e tem fdp que ainda vota nesses canalhas.",1,https://www.instagram.com/p/B1v5c9bJbWX/,tem fdp que ainda vota nesses canalhas,canalhas; fdp;
3046,"Estão arroxados, a TETA secou🤣🤣🤣🤣🤣🤣🤣onde está Paulo Pimentel , Gleice Hoffman e essezinho aí, pode esperar... DESESPERO DE CAUSA. Estão oprimidos tadinhos.Deixe ""eis""",1,https://www.instagram.com/p/B1v5c9bJbWX/,Estão arroxados; a TETA secou; Estão oprimidos tadinhos,Estão arroxados; a TETA secou; essezinho aí; oprimidos;
3047,Misericórdia!!! Inacreditável!!! Esse povo é doente! Só pode!,1,https://www.instagram.com/p/B1v5c9bJbWX/,doente,doente; inacreditável;
3048,"O grande problema é que os fracassados, jamais torcerá para que outras pessoas tenham sucesso. No caso aqui... ESSA TURMA DO PT. Eles nunca mudaram e jamais mudarão.... Sempre prestarão um DESFAVOR AO BRASIL. Gostaria apenas de lembrar aos meus compatriotas que o nosso verdadeiro inimigo NÃO ESTÁ NA FORA... TÁ AQUI DISFARÇADO",1,https://www.instagram.com/p/B1v5c9bJbWX/,fracassados; ESSA TURMA DO PT; nunca mudaram e jamais mudarão; DESFAVOR AO BRASIL; nosso verdadeiro inimigo,fracassados; DISFARÇADO; verdadeiro inimigo;
3049,"O ódio da esquerda é maior que o seu ""amor"" pelo Brasil, vale até quebrar o país se isso prejudicar o Bolsonaro, não importa se o brasileiro se FODE junto, importante é que atrapalharam o Bolsonaro!!",1,https://www.instagram.com/p/B1v5c9bJbWX/,ódio da esquerda; quebrar o país; se FODE junto; atrapalharam o Bolsonaro,vale até quebrar o país; FODE; atrapalharam;
3050,"Os eleitores dessa corja deveriam se envergonhar pois torcem contra o próprio país estamos no mesmo barco mas a esquerda é ignorante demais para verem isso, por favor nas próximas eleições não reeleja quem não quer o crescimento do próprio país!!!! 🇧🇷🙌",1,https://www.instagram.com/p/B1v5c9bJbWX/,corja; deveriam se envergonhar; torcem contra o próprio país; a esquerda é ignorante demais,corja; ignorante;
3051,Queremos saber os nomes desses parlamentares bandidos corruptos que lutam contra pais,1,https://www.instagram.com/p/B1v5c9bJbWX/,bandidos; corruptos; lutam contra pais,bandidos; corruptos;
3052,"Meu cachorro cagando, trabalha muito mais pelo Brasil do que estes esquerdistas parasitas!",1,https://www.instagram.com/p/B1v5c9bJbWX/,"Meu cachorro cagando, trabalha muito mais pelo Brasil; esquerdistas parasitas",parasitas;
3053,Essa esquerda não tem o que fazer,1,https://www.instagram.com/p/B1v5c9bJbWX/,Essa esquerda não tem o que fazer,não tem o que fazer;
3054,Cambada de fdp - o bolsonaro tem que fazer uma matéria mostrando estes 💩,1,https://www.instagram.com/p/B1v5c9bJbWX/,Cambada de fdp; mostrando estes 💩,Cambada de fdp; esses merdas;
3055,"Só os PTRALHAS, lixo do Brasil",1,https://www.instagram.com/p/B1v5c9bJbWX/,PTRALHAS; lixo do Brasil,PTRALHAS; lixo do Brasil;
3056,Deveriam ser presos esses pretalhas!!,1,https://www.instagram.com/p/B1v5c9bJbWX/,Deveriam ser presos; pretalhas,pretalhas;
3057,"Esses infelizes , são IGNORANTES , DOENTES MENTAIS , CORRUPTOS OU BABACA MESMO !",1,https://www.instagram.com/p/B1v5c9bJbWX/,Esses infelizes; são IGNORANTES; DOENTES MENTAIS; CORRUPTOS; BABACA,Esses infelizes; são IGNORANTES; DOENTES MENTAIS; CORRUPTOS; BABACA
3058,"Bando de desgraçados, que só querem que o Brasil seja uma Venezuela. Será que não tem alguma forma de banir estes fdp.",1,https://www.instagram.com/p/B1v5c9bJbWX/,Bando de desgraçados; querem que o Brasil seja uma Venezuela; banir estes fdp,Bando de desgraçados; fdp;
3059,Esses petistas são sujos!,1,https://www.instagram.com/p/B1v5c9bJbWX/,sujos,sujos;
3060,São uns idiotas bandidos . Deviam ser cassados . Ou estão com o Brasil e então fora com eles,1,https://www.instagram.com/p/B1v5c9bJbWX/,idiotas; bandidos; Deviam ser cassados,fora com eles;  idiotas bandidos; Deviam ser cassados;
3061,BANDO DE TRAIRAS !!! CANALHAS !!,1,https://www.instagram.com/p/B1v5c9bJbWX/,BANDO DE TRAIRAS; CANALHAS,BANDO DE TRAIRAS; CANALHAS;
3062,Cambada de fdps😢😢😢😢,1,https://www.instagram.com/p/B1v5c9bJbWX/,Cambada de fdps,Cambada de fdps;
3063,Vão para o inferno!👿,1,https://www.instagram.com/p/B1v5c9bJbWX/,Vão para o inferno,Vão para o inferno;
3064,"Só merda,não serve nem para engraxar botina presidente!!!",1,https://www.instagram.com/p/B1v5c9bJbWX/,Só merda; não serve nem para engraxar botina,Só merda; não serve nem para engraxar botina presidente;
3065,Que corja asqueirosa.,1,https://www.instagram.com/p/B1v5c9bJbWX/,Que corja; asqueirosa,Que corja; asqueirosa;
3066,Cambada de lixo humano...só se servem...não nos servem,1,https://www.instagram.com/p/B1v5c9bJbWX/,Cambada de lixo humano,Cambada de lixo humano;
3067,"Cretinos, falam em democracia, mas usam dos meios mais sórdido pra derrubar um governo eleito democraticamente, sem se importar com as consequências para o povo brasileiro.",1,https://www.instagram.com/p/B1v5c9bJbWX/,Cretinos; usam dos meios mais sórdido; derrubar um governo,Cretinos; sórdido;
3068,"Moram no Brasil, mas não têm alma de brasileiro. Limpam a consciência com papel higiênico...",1,https://www.instagram.com/p/B1v5c9bJbWX/,não têm alma de brasileiro; Limpam a consciência com papel higiênico,Limpam a consciência com papel higiênico;
3069,"Bem que fazer um belo pacotão, juntar esses parlamentares malditos, juntamente com seus eleitores, e mandar todos pra Cuba que lhes pariu....",1,https://www.instagram.com/p/B1v5c9bJbWX/,malditos; mandar todos pra Cuba que lhes pariu,malditos; Cuba que lhes pariu;
3070,Cambada de vagabundos.,1,https://www.instagram.com/p/B1v5c9bJbWX/,Cambada de vagabundos,Cambada de vagabundos;
3071,"Joice, mete um desagravo na Câmara contra esses fdp",1,https://www.instagram.com/p/B1v5c9bJbWX/,mete um desagravo na Câmara; fdp,FDP;
3072,Este povo do PT são uns FDP..,1,https://www.instagram.com/p/B1v5c9bJbWX/,FDP,FDP;
3073,Grandes Filhodeputas!,1,https://www.instagram.com/p/B1v5c9bJbWX/,Grandes Filhodeputas,Grandes Filhodeputas;
3074,Sao todos um lixo. Vergonha.,1,https://www.instagram.com/p/B1v5c9bJbWX/,Sao todos um lixo; Vergonha,Sao todos um lixo; Vergonha;
3075,Corja de bandidos!,1,https://www.instagram.com/p/B1v5c9bJbWX/,Corja de bandidos,Corja de bandidos;
3076,Eles fazem isso pq o salário deles está garantido no fim do mês. Esses vagabundos estão contra o povo trabalhador. Intervenção militar já no congresso e no STF.,1,https://www.instagram.com/p/B1v5c9bJbWX/,vagabundos; Intervenção militar já,vagabundos; Intervenção militar já no congresso e no STF;
3077,"Bando de sem vergonhas, atraso do Brasil!",1,https://www.instagram.com/p/B1v5c9bJbWX/,Bando de sem vergonhas; atraso do Brasil,Bando de sem vergonhas;
3078,Tenho pena DELA... vai ser desmascarada...,1,https://www.instagram.com/p/B2uThqdH9xI/,desmascarada,desmascarada;
3079,Agora em falar em moral me responde qual a moral tem um deputado que burla a regra para beneficiar o filho em escola para matricular o filho em colégio militar sem processo seletivo e vergonhoso isso,1,https://www.instagram.com/p/B2uThqdH9xI/,qual a moral tem; burla a regra para beneficiar o filho; vergonhoso,burla; vergonhoso isso;
3080,Manda ela.cuidar da vida dela..Do Brasil .os Brasileiros CUIDA 👏👏👏🤗🤗🤗,1,https://www.instagram.com/p/B2uThqdH9xI/,Manda ela cuidar da vida dela,Manda ela cuidar da vida dela;
3081,Necessidade urgente de um holofote para ufanar-se,1,https://www.instagram.com/p/B2uThqdH9xI/,Necessidade urgente de um holofote para ufanar-se,Necessidade urgente de um holofote para ufanar-se;
3082,Recebe dinheiro e depois tem pena do Brasil?!!! Devolve o dinheiro que recebeu.,1,https://www.instagram.com/p/B2uThqdH9xI/,Devolve o dinheiro que recebeu,Devolve o dinheiro que recebeu;
3083,"A sua pena do Brasil a gente dispensa , porque voce nunca expressou nenhuma pena quando seus amigos saqueavam o Pais criando a maior crise institucional no Brasil com milhões de desempregados",1,https://www.instagram.com/p/B2uThqdH9xI/,A sua pena do Brasil a gente dispensa; seus amigos saqueavam o Pais,saqueavam;
3084,"É MELHOR tomar conta de seu PAÍS,pare de falar o que não é de sua conta!",1,https://www.instagram.com/p/B2uThqdH9xI/,pare de falar o que não é de sua conta,não é de sua conta;
3085,"Eu n sabia da propina. Meu Deus, qta sujeira😳",1,https://www.instagram.com/p/B2uThqdH9xI/,propina; qta sujeira,propina;
3086,Quando acaba o dinheiro.. muitas vezes acaba o amor tb.. sobrando apenas a hipocrisia..,1,https://www.instagram.com/p/B2uThqdH9xI/,hipocrisia,hipocrisia;
